Job Title,Company,Location,Experience Level,Date,Job Description,Cleaned Description
Web Developer,Microsoft,Hyderabad,Mid Level,2025-05-01,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Django, JavaScript. Knowledge of React, CSS, HTML, Node.js, Communication is a plus.","join innovateai as a web developer. we are looking for talented individuals. requirements must have strong experience in flask, django, javascript. knowledge of react, css, html, node.js, communication is a plus."
Web Developer,InnovateAI,Pune,Entry Level,2025-08-03,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, CSS, Node.js. Knowledge of Flask, HTML, JavaScript, Django is a plus.","join innovateai as a web developer. we are looking for talented individuals. requirements must have strong experience in react, css, node.js. knowledge of flask, html, javascript, django is a plus."
Web Developer,TechGiant,Bangalore,Entry Level,2025-03-26,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, JavaScript. Knowledge of Flask, Django, CSS, React is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in node.js, html, javascript. knowledge of flask, django, css, react is a plus."
Data Scientist,Amazon,Hyderabad,Mid Level,2026-02-19,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Scikit-Learn. Knowledge of Pandas, SQL, Python, NLTK, Communication is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in statistics, machine learning, scikitlearn. knowledge of pandas, sql, python, nltk, communication is a plus."
DevOps Engineer,StartupX,Hyderabad,Mid Level,2025-09-24,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, Linux. Knowledge of Jenkins, AWS is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, docker, linux. knowledge of jenkins, aws is a plus."
Backend Developer,Microsoft,Pune,Entry Level,2026-01-21,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, SQL, API Design. Knowledge of Kubernetes, Java, Redis, Communication is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, sql, api design. knowledge of kubernetes, java, redis, communication is a plus."
DevOps Engineer,TCS,Hyderabad,Senior Level,2025-09-25,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, CI/CD, Terraform. Knowledge of AWS, Docker, Kubernetes, Jenkins, Agile is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, cicd, terraform. knowledge of aws, docker, kubernetes, jenkins, agile is a plus."
ML Engineer,Google,Bangalore,Mid Level,2025-04-13,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Python. Knowledge of TensorFlow, Communication is a plus.","join infosys as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, machine learning, python. knowledge of tensorflow, communication is a plus."
DevOps Engineer,Amazon,Bangalore,Mid Level,2025-08-20,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Terraform. Knowledge of Jenkins, Kubernetes, Linux, AWS is a plus.","join google as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, cicd, terraform. knowledge of jenkins, kubernetes, linux, aws is a plus."
Backend Developer,TechGiant,Hyderabad,Mid Level,2025-05-28,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, SQL, Java. Knowledge of API Design, Go, Python is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, sql, java. knowledge of api design, go, python is a plus."
Frontend Developer,InnovateAI,Hyderabad,Senior Level,2026-02-11,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Redux, Vue, Sass is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, react. knowledge of redux, vue, sass is a plus."
Frontend Developer,Microsoft,Hyderabad,Entry Level,2025-06-20,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, React. Knowledge of Vue, Sass, TypeScript is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, javascript, react. knowledge of vue, sass, typescript is a plus."
Frontend Developer,TCS,Pune,Senior Level,2026-03-22,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Sass, Redux. Knowledge of React, JavaScript, Vue is a plus.","join microsoft as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, sass, redux. knowledge of react, javascript, vue is a plus."
Backend Developer,TCS,Bangalore,Mid Level,2025-11-11,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Kubernetes, SQL. Knowledge of Go, Python, Java, Redis is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in api design, kubernetes, sql. knowledge of go, python, java, redis is a plus."
Web Developer,Amazon,Delhi,Entry Level,2025-09-06,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, CSS, HTML. Knowledge of Django is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in flask, css, html. knowledge of django is a plus."
Web Developer,TCS,Delhi,Mid Level,2025-07-15,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Django, CSS. Knowledge of React, Node.js, HTML, Flask, Communication is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in javascript, django, css. knowledge of react, node.js, html, flask, communication is a plus."
Frontend Developer,Infosys,Hyderabad,Mid Level,2025-06-16,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, JavaScript. Knowledge of React, Sass, Teamwork is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, vue, javascript. knowledge of react, sass, teamwork is a plus."
Frontend Developer,StartupX,Delhi,Mid Level,2025-12-01,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, React, TypeScript. Knowledge of Vue, Sass, Redux is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in javascript, react, typescript. knowledge of vue, sass, redux is a plus."
Frontend Developer,InnovateAI,Pune,Mid Level,2025-11-17,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, JavaScript, Vue. Knowledge of Sass, Redux, TypeScript, Teamwork is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in react, javascript, vue. knowledge of sass, redux, typescript, teamwork is a plus."
Backend Developer,TechGiant,Mumbai,Mid Level,2025-08-08,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Python, Java. Knowledge of Redis, Kubernetes is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, python, java. knowledge of redis, kubernetes is a plus."
ML Engineer,StartupX,Remote,Mid Level,2025-06-25,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, PyTorch, Docker. Knowledge of Machine Learning, TensorFlow, Spark, AWS, Teamwork is a plus.","join innovateai as a ml engineer. we are looking for talented individuals. requirements must have strong experience in python, pytorch, docker. knowledge of machine learning, tensorflow, spark, aws, teamwork is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-11-14,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, JavaScript, Redux. Knowledge of TypeScript, Teamwork is a plus.","join microsoft as a frontend developer. we are looking for talented individuals. requirements must have strong experience in vue, javascript, redux. knowledge of typescript, teamwork is a plus."
Frontend Developer,StartupX,Bangalore,Senior Level,2025-08-05,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Vue. Knowledge of Redux, Sass, React, Teamwork is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, vue. knowledge of redux, sass, react, teamwork is a plus."
Data Scientist,Infosys,Delhi,Mid Level,2025-07-06,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Python, Machine Learning. Knowledge of Scikit-Learn, Statistics, Pandas, SQL is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, python, machine learning. knowledge of scikitlearn, statistics, pandas, sql is a plus."
DevOps Engineer,Infosys,Remote,Senior Level,2026-03-17,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, Jenkins, Kubernetes. Knowledge of AWS is a plus.","join infosys as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, jenkins, kubernetes. knowledge of aws is a plus."
Backend Developer,Amazon,Mumbai,Entry Level,2025-07-23,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, API Design, Java. Knowledge of Kubernetes is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, api design, java. knowledge of kubernetes is a plus."
Web Developer,StartupX,Pune,Senior Level,2025-05-03,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Node.js, JavaScript. Knowledge of CSS, HTML, Agile is a plus.","join infosys as a web developer. we are looking for talented individuals. requirements must have strong experience in react, node.js, javascript. knowledge of css, html, agile is a plus."
Backend Developer,Infosys,Mumbai,Mid Level,2025-06-27,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Python, Go. Knowledge of API Design, Redis, Teamwork is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in java, python, go. knowledge of api design, redis, teamwork is a plus."
Web Developer,Microsoft,Mumbai,Senior Level,2026-03-17,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, Django. Knowledge of React is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in html, node.js, django. knowledge of react is a plus."
Frontend Developer,Microsoft,Hyderabad,Mid Level,2025-05-17,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, TypeScript, React. Knowledge of Vue is a plus.","join startupx as a frontend developer. we are looking for talented individuals. requirements must have strong experience in javascript, typescript, react. knowledge of vue is a plus."
Web Developer,StartupX,Pune,Senior Level,2025-12-04,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Django, Node.js. Knowledge of JavaScript, HTML, React, Flask, Teamwork is a plus.","join microsoft as a web developer. we are looking for talented individuals. requirements must have strong experience in css, django, node.js. knowledge of javascript, html, react, flask, teamwork is a plus."
Backend Developer,Google,Mumbai,Entry Level,2025-11-18,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Redis, SQL. Knowledge of Python, API Design is a plus.","join google as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, redis, sql. knowledge of python, api design is a plus."
Frontend Developer,Amazon,Bangalore,Entry Level,2025-07-12,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Sass. Knowledge of React, Redux, Vue is a plus.","join google as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, sass. knowledge of react, redux, vue is a plus."
DevOps Engineer,Microsoft,Bangalore,Mid Level,2025-11-16,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, AWS, Docker. Knowledge of Terraform is a plus.","join infosys as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, aws, docker. knowledge of terraform is a plus."
Backend Developer,TechGiant,Remote,Senior Level,2025-04-07,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Kubernetes, Redis. Knowledge of Python, Communication is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in java, kubernetes, redis. knowledge of python, communication is a plus."
Frontend Developer,TechGiant,Pune,Senior Level,2025-08-15,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Redux, Vue, Sass, Communication is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, javascript, react. knowledge of redux, vue, sass, communication is a plus."
Frontend Developer,StartupX,Remote,Entry Level,2025-03-30,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Sass, Redux. Knowledge of Vue, JavaScript is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, sass, redux. knowledge of vue, javascript is a plus."
Frontend Developer,TechGiant,Remote,Senior Level,2025-10-01,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, TypeScript, React. Knowledge of JavaScript, Sass, Redux, Agile is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in vue, typescript, react. knowledge of javascript, sass, redux, agile is a plus."
ML Engineer,StartupX,Bangalore,Mid Level,2025-12-21,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Spark, PyTorch. Knowledge of Python, Communication is a plus.","join innovateai as a ml engineer. we are looking for talented individuals. requirements must have strong experience in machine learning, spark, pytorch. knowledge of python, communication is a plus."
Data Scientist,StartupX,Pune,Mid Level,2025-08-19,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, NLTK, SQL. Knowledge of Statistics, Scikit-Learn, Python is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in pandas, nltk, sql. knowledge of statistics, scikitlearn, python is a plus."
ML Engineer,TechGiant,Remote,Mid Level,2025-09-13,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, Machine Learning. Knowledge of PyTorch, Spark is a plus.","join microsoft as a ml engineer. we are looking for talented individuals. requirements must have strong experience in aws, python, machine learning. knowledge of pytorch, spark is a plus."
Web Developer,Microsoft,Hyderabad,Entry Level,2026-02-10,"Join TechGiant as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Flask, Django. Knowledge of HTML, Teamwork is a plus.","join techgiant as a web developer. we are looking for talented individuals. requirements must have strong experience in react, flask, django. knowledge of html, teamwork is a plus."
Frontend Developer,TechGiant,Remote,Senior Level,2025-10-28,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Vue, TypeScript. Knowledge of JavaScript, Communication is a plus.","join innovateai as a frontend developer. we are looking for talented individuals. requirements must have strong experience in react, vue, typescript. knowledge of javascript, communication is a plus."
DevOps Engineer,Amazon,Delhi,Entry Level,2025-10-24,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, Docker, Kubernetes. Knowledge of CI/CD, Terraform, Jenkins, AWS, Teamwork is a plus.","join amazon as a devops engineer. we are looking for talented individuals. requirements must have strong experience in linux, docker, kubernetes. knowledge of cicd, terraform, jenkins, aws, teamwork is a plus."
Frontend Developer,Google,Delhi,Entry Level,2025-08-11,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, React, Sass. Knowledge of TypeScript, Agile is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, react, sass. knowledge of typescript, agile is a plus."
Backend Developer,Google,Hyderabad,Entry Level,2025-04-15,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, SQL, API Design. Knowledge of Python, Java, Kubernetes is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, sql, api design. knowledge of python, java, kubernetes is a plus."
DevOps Engineer,InnovateAI,Delhi,Entry Level,2025-09-15,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Terraform, CI/CD. Knowledge of Jenkins, Docker, AWS, Linux is a plus.","join microsoft as a devops engineer. we are looking for talented individuals. requirements must have strong experience in kubernetes, terraform, cicd. knowledge of jenkins, docker, aws, linux is a plus."
Web Developer,Amazon,Remote,Entry Level,2026-03-10,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, React, Flask. Knowledge of HTML, Django is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in css, react, flask. knowledge of html, django is a plus."
DevOps Engineer,StartupX,Bangalore,Entry Level,2025-08-29,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Linux, Kubernetes. Knowledge of AWS is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, linux, kubernetes. knowledge of aws is a plus."
Backend Developer,StartupX,Delhi,Entry Level,2025-04-10,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Java, Kubernetes. Knowledge of SQL is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, java, kubernetes. knowledge of sql is a plus."
Frontend Developer,TCS,Hyderabad,Senior Level,2026-02-28,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, Vue. Knowledge of TypeScript, Sass, React is a plus.","join amazon as a frontend developer. we are looking for talented individuals. requirements must have strong experience in javascript, redux, vue. knowledge of typescript, sass, react is a plus."
Backend Developer,TCS,Pune,Entry Level,2025-06-23,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Redis. Knowledge of API Design, Java, Kubernetes, Python is a plus.","join startupx as a backend developer. we are looking for talented individuals. requirements must have strong experience in sql, go, redis. knowledge of api design, java, kubernetes, python is a plus."
ML Engineer,TechGiant,Pune,Entry Level,2025-08-11,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, TensorFlow, Python. Knowledge of Machine Learning, PyTorch, Spark, AWS is a plus.","join techgiant as a ml engineer. we are looking for talented individuals. requirements must have strong experience in docker, tensorflow, python. knowledge of machine learning, pytorch, spark, aws is a plus."
Web Developer,TechGiant,Hyderabad,Mid Level,2025-03-30,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Flask. Knowledge of Django, HTML, React, CSS, Teamwork is a plus.","join google as a web developer. we are looking for talented individuals. requirements must have strong experience in javascript, node.js, flask. knowledge of django, html, react, css, teamwork is a plus."
Backend Developer,TechGiant,Hyderabad,Mid Level,2025-07-19,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Python, Kubernetes. Knowledge of Go, Teamwork is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in java, python, kubernetes. knowledge of go, teamwork is a plus."
ML Engineer,TechGiant,Remote,Entry Level,2026-01-16,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Machine Learning, Python. Knowledge of Docker, TensorFlow, AWS, Communication is a plus.","join startupx as a ml engineer. we are looking for talented individuals. requirements must have strong experience in pytorch, machine learning, python. knowledge of docker, tensorflow, aws, communication is a plus."
Data Scientist,Microsoft,Remote,Entry Level,2025-10-27,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Pandas, Python. Knowledge of Scikit-Learn, SQL, Statistics, Machine Learning, Communication is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, pandas, python. knowledge of scikitlearn, sql, statistics, machine learning, communication is a plus."
Backend Developer,InnovateAI,Delhi,Senior Level,2025-12-11,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, API Design, Redis. Knowledge of SQL, Java, Kubernetes, Agile is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in go, api design, redis. knowledge of sql, java, kubernetes, agile is a plus."
Data Scientist,Infosys,Remote,Mid Level,2025-06-25,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Machine Learning, SQL. Knowledge of NLTK, Python, Communication is a plus.","join tcs as a data scientist. we are looking for talented individuals. requirements must have strong experience in scikitlearn, machine learning, sql. knowledge of nltk, python, communication is a plus."
Backend Developer,Google,Bangalore,Mid Level,2026-03-21,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Go, Kubernetes. Knowledge of API Design, SQL is a plus.","join amazon as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, go, kubernetes. knowledge of api design, sql is a plus."
Backend Developer,Microsoft,Hyderabad,Senior Level,2025-06-05,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Python, API Design. Knowledge of SQL, Redis, Java is a plus.","join microsoft as a backend developer. we are looking for talented individuals. requirements must have strong experience in go, python, api design. knowledge of sql, redis, java is a plus."
Frontend Developer,Infosys,Mumbai,Mid Level,2025-04-27,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, React. Knowledge of JavaScript, Redux, Sass, Agile is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in typescript, vue, react. knowledge of javascript, redux, sass, agile is a plus."
Frontend Developer,Microsoft,Delhi,Senior Level,2025-10-23,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, TypeScript, Sass. Knowledge of Vue is a plus.","join infosys as a frontend developer. we are looking for talented individuals. requirements must have strong experience in redux, typescript, sass. knowledge of vue is a plus."
DevOps Engineer,TechGiant,Hyderabad,Entry Level,2026-01-27,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Terraform, CI/CD. Knowledge of Docker, Jenkins, Kubernetes, Linux, Agile is a plus.","join microsoft as a devops engineer. we are looking for talented individuals. requirements must have strong experience in aws, terraform, cicd. knowledge of docker, jenkins, kubernetes, linux, agile is a plus."
Backend Developer,StartupX,Remote,Senior Level,2025-06-26,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Kubernetes, Java. Knowledge of SQL, Python is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in redis, kubernetes, java. knowledge of sql, python is a plus."
Data Scientist,InnovateAI,Pune,Mid Level,2025-04-04,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Scikit-Learn. Knowledge of Python, NLTK is a plus.","join innovateai as a data scientist. we are looking for talented individuals. requirements must have strong experience in machine learning, statistics, scikitlearn. knowledge of python, nltk is a plus."
Backend Developer,Amazon,Remote,Entry Level,2025-10-01,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Java, Go. Knowledge of Kubernetes, Redis, API Design is a plus.","join tcs as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, java, go. knowledge of kubernetes, redis, api design is a plus."
Web Developer,Microsoft,Remote,Senior Level,2025-04-18,"Join Amazon as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, React, HTML. Knowledge of CSS, JavaScript, Node.js is a plus.","join amazon as a web developer. we are looking for talented individuals. requirements must have strong experience in django, react, html. knowledge of css, javascript, node.js is a plus."
Data Scientist,StartupX,Delhi,Mid Level,2025-03-30,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Pandas, Machine Learning. Knowledge of Statistics, NLTK, Python, Scikit-Learn is a plus.","join google as a data scientist. we are looking for talented individuals. requirements must have strong experience in sql, pandas, machine learning. knowledge of statistics, nltk, python, scikitlearn is a plus."
DevOps Engineer,Amazon,Delhi,Mid Level,2026-03-25,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, Terraform. Knowledge of Kubernetes, Agile is a plus.","join innovateai as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, aws, terraform. knowledge of kubernetes, agile is a plus."
Data Scientist,Infosys,Pune,Mid Level,2025-05-12,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Machine Learning, SQL. Knowledge of Statistics, Pandas, Agile is a plus.","join microsoft as a data scientist. we are looking for talented individuals. requirements must have strong experience in nltk, machine learning, sql. knowledge of statistics, pandas, agile is a plus."
DevOps Engineer,StartupX,Hyderabad,Mid Level,2025-05-08,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Linux, Terraform. Knowledge of Kubernetes, Jenkins, AWS is a plus.","join amazon as a devops engineer. we are looking for talented individuals. requirements must have strong experience in docker, linux, terraform. knowledge of kubernetes, jenkins, aws is a plus."
Frontend Developer,Amazon,Hyderabad,Mid Level,2025-09-03,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, JavaScript, React. Knowledge of Redux, Sass, TypeScript, Communication is a plus.","join techgiant as a frontend developer. we are looking for talented individuals. requirements must have strong experience in vue, javascript, react. knowledge of redux, sass, typescript, communication is a plus."
Web Developer,Microsoft,Hyderabad,Senior Level,2025-10-16,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, HTML, JavaScript. Knowledge of Django, CSS, Agile is a plus.","join startupx as a web developer. we are looking for talented individuals. requirements must have strong experience in react, html, javascript. knowledge of django, css, agile is a plus."
DevOps Engineer,Infosys,Mumbai,Senior Level,2025-09-21,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Docker, Jenkins. Knowledge of AWS, Kubernetes, Teamwork is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, docker, jenkins. knowledge of aws, kubernetes, teamwork is a plus."
Backend Developer,TechGiant,Pune,Entry Level,2025-05-26,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Redis. Knowledge of API Design, SQL is a plus.","join infosys as a backend developer. we are looking for talented individuals. requirements must have strong experience in python, kubernetes, redis. knowledge of api design, sql is a plus."
DevOps Engineer,Microsoft,Pune,Senior Level,2026-01-21,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Terraform, Docker. Knowledge of Linux, Jenkins, AWS is a plus.","join startupx as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, terraform, docker. knowledge of linux, jenkins, aws is a plus."
Frontend Developer,Google,Hyderabad,Senior Level,2025-04-07,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Redux, Sass. Knowledge of TypeScript is a plus.","join tcs as a frontend developer. we are looking for talented individuals. requirements must have strong experience in react, redux, sass. knowledge of typescript is a plus."
Backend Developer,TechGiant,Bangalore,Mid Level,2025-10-20,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, API Design. Knowledge of SQL, Communication is a plus.","join innovateai as a backend developer. we are looking for talented individuals. requirements must have strong experience in kubernetes, go, api design. knowledge of sql, communication is a plus."
DevOps Engineer,Google,Bangalore,Senior Level,2025-05-18,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Kubernetes, AWS. Knowledge of Jenkins, Teamwork is a plus.","join infosys as a devops engineer. we are looking for talented individuals. requirements must have strong experience in cicd, kubernetes, aws. knowledge of jenkins, teamwork is a plus."
