Job Title,Company,Location,Experience Level,Date,Job Description
Backend Developer,Microsoft,Hyderabad,Mid Level,2026-03-16,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Redis, SQL. Knowledge of API Design, Kubernetes, Teamwork is a plus."
ML Engineer,Microsoft,Bangalore,Entry Level,2025-07-28,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, Spark. Knowledge of TensorFlow, Docker, Machine Learning is a plus."
ML Engineer,Google,Remote,Mid Level,2025-05-02,"Join TCS as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, TensorFlow, PyTorch. Knowledge of Spark, Agile is a plus."
Data Scientist,Microsoft,Bangalore,Mid Level,2025-08-22,"Join TechGiant as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, NLTK, Machine Learning. Knowledge of SQL, Pandas, Python, Statistics, Communication is a plus."
Web Developer,TCS,Pune,Mid Level,2026-02-03,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, React. Knowledge of CSS, Django, Teamwork is a plus."
ML Engineer,Microsoft,Bangalore,Senior Level,2025-06-06,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, PyTorch. Knowledge of TensorFlow, Spark is a plus."
Backend Developer,InnovateAI,Bangalore,Senior Level,2026-01-26,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Java. Knowledge of Python, Communication is a plus."
Frontend Developer,Google,Remote,Mid Level,2026-03-16,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Sass, React. Knowledge of JavaScript, TypeScript is a plus."
Frontend Developer,Microsoft,Mumbai,Mid Level,2025-12-15,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Sass, JavaScript, TypeScript. Knowledge of Redux is a plus."
ML Engineer,StartupX,Hyderabad,Senior Level,2025-09-09,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, PyTorch, Python. Knowledge of Machine Learning, Spark, TensorFlow is a plus."
Data Scientist,InnovateAI,Mumbai,Senior Level,2026-01-01,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Machine Learning, Statistics. Knowledge of Scikit-Learn, SQL, Python, Pandas is a plus."
Data Scientist,Google,Remote,Mid Level,2025-08-29,"Join StartupX as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, SQL, Pandas. Knowledge of Statistics, Machine Learning, Teamwork is a plus."
Backend Developer,Infosys,Hyderabad,Mid Level,2025-07-16,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Redis, SQL. Knowledge of Python, Kubernetes is a plus."
Web Developer,Microsoft,Hyderabad,Mid Level,2025-05-01,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, Django, JavaScript. Knowledge of React, CSS, HTML, Node.js, Communication is a plus."
Web Developer,InnovateAI,Pune,Entry Level,2025-08-03,"Join InnovateAI as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, CSS, Node.js. Knowledge of Flask, HTML, JavaScript, Django is a plus."
Web Developer,TechGiant,Bangalore,Entry Level,2025-03-26,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, JavaScript. Knowledge of Flask, Django, CSS, React is a plus."
Data Scientist,Amazon,Hyderabad,Mid Level,2026-02-19,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Machine Learning, Scikit-Learn. Knowledge of Pandas, SQL, Python, NLTK, Communication is a plus."
DevOps Engineer,StartupX,Hyderabad,Mid Level,2025-09-24,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, Linux. Knowledge of Jenkins, AWS is a plus."
Backend Developer,Microsoft,Pune,Entry Level,2026-01-21,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, SQL, API Design. Knowledge of Kubernetes, Java, Redis, Communication is a plus."
DevOps Engineer,TCS,Hyderabad,Senior Level,2025-09-25,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, CI/CD, Terraform. Knowledge of AWS, Docker, Kubernetes, Jenkins, Agile is a plus."
ML Engineer,Google,Bangalore,Mid Level,2025-04-13,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Machine Learning, Python. Knowledge of TensorFlow, Communication is a plus."
DevOps Engineer,Amazon,Bangalore,Mid Level,2025-08-20,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, CI/CD, Terraform. Knowledge of Jenkins, Kubernetes, Linux, AWS is a plus."
Backend Developer,TechGiant,Hyderabad,Mid Level,2025-05-28,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, SQL, Java. Knowledge of API Design, Go, Python is a plus."
Frontend Developer,InnovateAI,Hyderabad,Senior Level,2026-02-11,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Redux, Vue, Sass is a plus."
Frontend Developer,Microsoft,Hyderabad,Entry Level,2025-06-20,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, JavaScript, React. Knowledge of Vue, Sass, TypeScript is a plus."
Frontend Developer,TCS,Pune,Senior Level,2026-03-22,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Sass, Redux. Knowledge of React, JavaScript, Vue is a plus."
Backend Developer,TCS,Bangalore,Mid Level,2025-11-11,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in API Design, Kubernetes, SQL. Knowledge of Go, Python, Java, Redis is a plus."
Web Developer,Amazon,Delhi,Entry Level,2025-09-06,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, CSS, HTML. Knowledge of Django is a plus."
Web Developer,TCS,Delhi,Mid Level,2025-07-15,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Django, CSS. Knowledge of React, Node.js, HTML, Flask, Communication is a plus."
Frontend Developer,Infosys,Hyderabad,Mid Level,2025-06-16,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, JavaScript. Knowledge of React, Sass, Teamwork is a plus."
Frontend Developer,StartupX,Delhi,Mid Level,2025-12-01,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, React, TypeScript. Knowledge of Vue, Sass, Redux is a plus."
Frontend Developer,InnovateAI,Pune,Mid Level,2025-11-17,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, JavaScript, Vue. Knowledge of Sass, Redux, TypeScript, Teamwork is a plus."
Backend Developer,TechGiant,Mumbai,Mid Level,2025-08-08,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Python, Java. Knowledge of Redis, Kubernetes is a plus."
ML Engineer,StartupX,Remote,Mid Level,2025-06-25,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, PyTorch, Docker. Knowledge of Machine Learning, TensorFlow, Spark, AWS, Teamwork is a plus."
Frontend Developer,Infosys,Bangalore,Mid Level,2025-11-14,"Join Microsoft as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, JavaScript, Redux. Knowledge of TypeScript, Teamwork is a plus."
Frontend Developer,StartupX,Bangalore,Senior Level,2025-08-05,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Vue. Knowledge of Redux, Sass, React, Teamwork is a plus."
Data Scientist,Infosys,Delhi,Mid Level,2025-07-06,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Python, Machine Learning. Knowledge of Scikit-Learn, Statistics, Pandas, SQL is a plus."
DevOps Engineer,Infosys,Remote,Senior Level,2026-03-17,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, Jenkins, Kubernetes. Knowledge of AWS is a plus."
Backend Developer,Amazon,Mumbai,Entry Level,2025-07-23,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, API Design, Java. Knowledge of Kubernetes is a plus."
Web Developer,StartupX,Pune,Senior Level,2025-05-03,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Node.js, JavaScript. Knowledge of CSS, HTML, Agile is a plus."
Backend Developer,Infosys,Mumbai,Mid Level,2025-06-27,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Python, Go. Knowledge of API Design, Redis, Teamwork is a plus."
Web Developer,Microsoft,Mumbai,Senior Level,2026-03-17,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, Django. Knowledge of React is a plus."
Frontend Developer,Microsoft,Hyderabad,Mid Level,2025-05-17,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, TypeScript, React. Knowledge of Vue is a plus."
Web Developer,StartupX,Pune,Senior Level,2025-12-04,"Join Microsoft as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, Django, Node.js. Knowledge of JavaScript, HTML, React, Flask, Teamwork is a plus."
Backend Developer,Google,Mumbai,Entry Level,2025-11-18,"Join Google as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Redis, SQL. Knowledge of Python, API Design is a plus."
Frontend Developer,Amazon,Bangalore,Entry Level,2025-07-12,"Join Google as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, Sass. Knowledge of React, Redux, Vue is a plus."
DevOps Engineer,Microsoft,Bangalore,Mid Level,2025-11-16,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, AWS, Docker. Knowledge of Terraform is a plus."
Backend Developer,TechGiant,Remote,Senior Level,2025-04-07,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Kubernetes, Redis. Knowledge of Python, Communication is a plus."
Frontend Developer,TechGiant,Pune,Senior Level,2025-08-15,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Redux, Vue, Sass, Communication is a plus."
Frontend Developer,StartupX,Remote,Entry Level,2025-03-30,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Sass, Redux. Knowledge of Vue, JavaScript is a plus."
Frontend Developer,TechGiant,Remote,Senior Level,2025-10-01,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, TypeScript, React. Knowledge of JavaScript, Sass, Redux, Agile is a plus."
ML Engineer,StartupX,Bangalore,Mid Level,2025-12-21,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Spark, PyTorch. Knowledge of Python, Communication is a plus."
Data Scientist,StartupX,Pune,Mid Level,2025-08-19,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Pandas, NLTK, SQL. Knowledge of Statistics, Scikit-Learn, Python is a plus."
ML Engineer,TechGiant,Remote,Mid Level,2025-09-13,"Join Microsoft as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Python, Machine Learning. Knowledge of PyTorch, Spark is a plus."
Web Developer,Microsoft,Hyderabad,Entry Level,2026-02-10,"Join TechGiant as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Flask, Django. Knowledge of HTML, Teamwork is a plus."
Frontend Developer,TechGiant,Remote,Senior Level,2025-10-28,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Vue, TypeScript. Knowledge of JavaScript, Communication is a plus."
DevOps Engineer,Amazon,Delhi,Entry Level,2025-10-24,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Linux, Docker, Kubernetes. Knowledge of CI/CD, Terraform, Jenkins, AWS, Teamwork is a plus."
Frontend Developer,Google,Delhi,Entry Level,2025-08-11,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, React, Sass. Knowledge of TypeScript, Agile is a plus."
Backend Developer,Google,Hyderabad,Entry Level,2025-04-15,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, SQL, API Design. Knowledge of Python, Java, Kubernetes is a plus."
DevOps Engineer,InnovateAI,Delhi,Entry Level,2025-09-15,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Terraform, CI/CD. Knowledge of Jenkins, Docker, AWS, Linux is a plus."
Web Developer,Amazon,Remote,Entry Level,2026-03-10,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, React, Flask. Knowledge of HTML, Django is a plus."
DevOps Engineer,StartupX,Bangalore,Entry Level,2025-08-29,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Linux, Kubernetes. Knowledge of AWS is a plus."
Backend Developer,StartupX,Delhi,Entry Level,2025-04-10,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Java, Kubernetes. Knowledge of SQL is a plus."
Frontend Developer,TCS,Hyderabad,Senior Level,2026-02-28,"Join Amazon as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, Vue. Knowledge of TypeScript, Sass, React is a plus."
Backend Developer,TCS,Pune,Entry Level,2025-06-23,"Join StartupX as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Go, Redis. Knowledge of API Design, Java, Kubernetes, Python is a plus."
ML Engineer,TechGiant,Pune,Entry Level,2025-08-11,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, TensorFlow, Python. Knowledge of Machine Learning, PyTorch, Spark, AWS is a plus."
Web Developer,TechGiant,Hyderabad,Mid Level,2025-03-30,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Node.js, Flask. Knowledge of Django, HTML, React, CSS, Teamwork is a plus."
Backend Developer,TechGiant,Hyderabad,Mid Level,2025-07-19,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Python, Kubernetes. Knowledge of Go, Teamwork is a plus."
ML Engineer,TechGiant,Remote,Entry Level,2026-01-16,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Machine Learning, Python. Knowledge of Docker, TensorFlow, AWS, Communication is a plus."
Data Scientist,Microsoft,Remote,Entry Level,2025-10-27,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Pandas, Python. Knowledge of Scikit-Learn, SQL, Statistics, Machine Learning, Communication is a plus."
Backend Developer,InnovateAI,Delhi,Senior Level,2025-12-11,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, API Design, Redis. Knowledge of SQL, Java, Kubernetes, Agile is a plus."
Data Scientist,Infosys,Remote,Mid Level,2025-06-25,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Scikit-Learn, Machine Learning, SQL. Knowledge of NLTK, Python, Communication is a plus."
Backend Developer,Google,Bangalore,Mid Level,2026-03-21,"Join Amazon as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Go, Kubernetes. Knowledge of API Design, SQL is a plus."
Backend Developer,Microsoft,Hyderabad,Senior Level,2025-06-05,"Join Microsoft as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Go, Python, API Design. Knowledge of SQL, Redis, Java is a plus."
Frontend Developer,Infosys,Mumbai,Mid Level,2025-04-27,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Vue, React. Knowledge of JavaScript, Redux, Sass, Agile is a plus."
Frontend Developer,Microsoft,Delhi,Senior Level,2025-10-23,"Join Infosys as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, TypeScript, Sass. Knowledge of Vue is a plus."
DevOps Engineer,TechGiant,Hyderabad,Entry Level,2026-01-27,"Join Microsoft as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Terraform, CI/CD. Knowledge of Docker, Jenkins, Kubernetes, Linux, Agile is a plus."
Backend Developer,StartupX,Remote,Senior Level,2025-06-26,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redis, Kubernetes, Java. Knowledge of SQL, Python is a plus."
Data Scientist,InnovateAI,Pune,Mid Level,2025-04-04,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, Statistics, Scikit-Learn. Knowledge of Python, NLTK is a plus."
Backend Developer,Amazon,Remote,Entry Level,2025-10-01,"Join TCS as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Java, Go. Knowledge of Kubernetes, Redis, API Design is a plus."
Web Developer,Microsoft,Remote,Senior Level,2025-04-18,"Join Amazon as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Django, React, HTML. Knowledge of CSS, JavaScript, Node.js is a plus."
Data Scientist,StartupX,Delhi,Mid Level,2025-03-30,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in SQL, Pandas, Machine Learning. Knowledge of Statistics, NLTK, Python, Scikit-Learn is a plus."
DevOps Engineer,Amazon,Delhi,Mid Level,2026-03-25,"Join InnovateAI as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, AWS, Terraform. Knowledge of Kubernetes, Agile is a plus."
Data Scientist,Infosys,Pune,Mid Level,2025-05-12,"Join Microsoft as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, Machine Learning, SQL. Knowledge of Statistics, Pandas, Agile is a plus."
DevOps Engineer,StartupX,Hyderabad,Mid Level,2025-05-08,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Linux, Terraform. Knowledge of Kubernetes, Jenkins, AWS is a plus."
Frontend Developer,Amazon,Hyderabad,Mid Level,2025-09-03,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, JavaScript, React. Knowledge of Redux, Sass, TypeScript, Communication is a plus."
Web Developer,Microsoft,Hyderabad,Senior Level,2025-10-16,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, HTML, JavaScript. Knowledge of Django, CSS, Agile is a plus."
DevOps Engineer,Infosys,Mumbai,Senior Level,2025-09-21,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Docker, Jenkins. Knowledge of AWS, Kubernetes, Teamwork is a plus."
Backend Developer,TechGiant,Pune,Entry Level,2025-05-26,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Python, Kubernetes, Redis. Knowledge of API Design, SQL is a plus."
DevOps Engineer,Microsoft,Pune,Senior Level,2026-01-21,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Terraform, Docker. Knowledge of Linux, Jenkins, AWS is a plus."
Frontend Developer,Google,Hyderabad,Senior Level,2025-04-07,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in React, Redux, Sass. Knowledge of TypeScript is a plus."
Backend Developer,TechGiant,Bangalore,Mid Level,2025-10-20,"Join InnovateAI as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Go, API Design. Knowledge of SQL, Communication is a plus."
DevOps Engineer,Google,Bangalore,Senior Level,2025-05-18,"Join Infosys as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in CI/CD, Kubernetes, AWS. Knowledge of Jenkins, Teamwork is a plus."
Frontend Developer,Microsoft,Mumbai,Entry Level,2026-03-20,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Sass, Vue, Redux, Teamwork is a plus."
Web Developer,Amazon,Delhi,Senior Level,2025-12-06,"Join Google as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, React, HTML. Knowledge of JavaScript, Django, Flask is a plus."
Web Developer,StartupX,Delhi,Mid Level,2025-07-26,"Join TCS as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in HTML, Node.js, React. Knowledge of JavaScript, CSS, Django, Flask is a plus."
ML Engineer,TechGiant,Remote,Senior Level,2025-08-16,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, TensorFlow, Machine Learning. Knowledge of PyTorch, AWS, Docker, Python is a plus."
ML Engineer,InnovateAI,Mumbai,Mid Level,2025-05-23,"Join StartupX as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Python, AWS, Machine Learning. Knowledge of Spark, Docker, Teamwork is a plus."
Backend Developer,Amazon,Pune,Entry Level,2026-02-15,"Join TechGiant as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, API Design, Go. Knowledge of Java, Redis, Agile is a plus."
ML Engineer,InnovateAI,Delhi,Mid Level,2025-09-21,"Join TechGiant as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in PyTorch, Python, Docker. Knowledge of Spark, AWS, Agile is a plus."
Data Scientist,TechGiant,Delhi,Mid Level,2025-12-18,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in NLTK, SQL, Python. Knowledge of Scikit-Learn, Machine Learning, Communication is a plus."
DevOps Engineer,StartupX,Hyderabad,Senior Level,2025-09-25,"Join Google as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Kubernetes, Docker, CI/CD. Knowledge of Jenkins is a plus."
DevOps Engineer,Infosys,Remote,Mid Level,2026-01-09,"Join TCS as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Jenkins, Kubernetes. Knowledge of Terraform is a plus."
Data Scientist,Microsoft,Remote,Senior Level,2026-01-22,"Join Google as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Machine Learning, SQL, NLTK. Knowledge of Pandas is a plus."
Data Scientist,TechGiant,Hyderabad,Mid Level,2025-04-15,"Join TCS as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Python, Machine Learning, Scikit-Learn. Knowledge of SQL, Statistics, Teamwork is a plus."
ML Engineer,Microsoft,Remote,Entry Level,2025-04-30,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Spark, PyTorch, Machine Learning. Knowledge of Python, TensorFlow, AWS, Docker is a plus."
Web Developer,Google,Delhi,Mid Level,2025-12-06,"Join StartupX as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Node.js, HTML, React. Knowledge of Flask, JavaScript, Django, Communication is a plus."
Frontend Developer,Amazon,Pune,Senior Level,2025-07-04,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, Redux, Vue. Knowledge of JavaScript, React is a plus."
Frontend Developer,Amazon,Bangalore,Entry Level,2026-02-11,"Join InnovateAI as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in TypeScript, JavaScript, React. Knowledge of Sass, Redux, Vue, Communication is a plus."
Frontend Developer,InnovateAI,Remote,Senior Level,2026-02-12,"Join TechGiant as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Redux, Vue, JavaScript. Knowledge of Sass, React, Teamwork is a plus."
Web Developer,TechGiant,Mumbai,Entry Level,2025-07-10,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in Flask, HTML, JavaScript. Knowledge of Node.js, Django, React, CSS, Teamwork is a plus."
Data Scientist,Amazon,Mumbai,Senior Level,2025-08-07,"Join InnovateAI as a Data Scientist. We are looking for talented individuals. Requirements: Must have strong experience in Statistics, Pandas, Machine Learning. Knowledge of NLTK, Python is a plus."
ML Engineer,Google,Hyderabad,Mid Level,2025-11-24,"Join Amazon as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, PyTorch, Spark. Knowledge of Machine Learning is a plus."
Backend Developer,InnovateAI,Pune,Entry Level,2025-11-14,"Join Infosys as a Backend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Java, Go, Redis. Knowledge of Kubernetes, API Design, SQL is a plus."
DevOps Engineer,Amazon,Mumbai,Senior Level,2026-01-17,"Join StartupX as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, Kubernetes, CI/CD. Knowledge of Linux, Terraform, Docker, Agile is a plus."
ML Engineer,Amazon,Hyderabad,Entry Level,2025-04-29,"Join Infosys as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in AWS, TensorFlow, Machine Learning. Knowledge of Python, Spark, Docker, PyTorch is a plus."
Frontend Developer,InnovateAI,Delhi,Entry Level,2026-02-16,"Join StartupX as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in JavaScript, Redux, React. Knowledge of TypeScript, Sass, Agile is a plus."
ML Engineer,Google,Remote,Entry Level,2026-02-19,"Join InnovateAI as a ML Engineer. We are looking for talented individuals. Requirements: Must have strong experience in TensorFlow, Docker, AWS. Knowledge of PyTorch, Spark, Machine Learning, Python is a plus."
DevOps Engineer,TechGiant,Remote,Senior Level,2025-05-03,"Join Amazon as a DevOps Engineer. We are looking for talented individuals. Requirements: Must have strong experience in Docker, Kubernetes, Terraform. Knowledge of Linux, Jenkins, Communication is a plus."
Web Developer,Microsoft,Hyderabad,Senior Level,2025-08-24,"Join Infosys as a Web Developer. We are looking for talented individuals. Requirements: Must have strong experience in CSS, React, Django. Knowledge of Flask, JavaScript, HTML, Node.js, Teamwork is a plus."
Frontend Developer,StartupX,Hyderabad,Mid Level,2025-08-07,"Join TCS as a Frontend Developer. We are looking for talented individuals. Requirements: Must have strong experience in Vue, Sass, Redux. Knowledge of React, JavaScript is a plus."
